id,Dimension,Value
51983,Dim2,4.63
51984,Dim1,4.07
51984,Dim2,4.11
51984,Dim3,2.53
51985,Dim1,3.98
51985,Dim3,2.54
51986,Dim2,4.18
51986,Dim3,2.47
51987,Dim2,4.12
51987,Dim3,2.53
51988,Dim1,4.03
51988,Dim3,2.53
51989,Dim1,4.08
51989,Dim3,2.53
51990,Dim2,4
51991,Dim1,5.28
51992,Dim1,5.31
51992,Dim2,5.28
51993,Dim1,5.47
51993,Dim2,5.55
51994,Dim1,5.8
51994,Dim2,5.74
51994,Dim3,3.58
51995,Dim1,5.73
51995,Dim2,5.68
51995,Dim3,3.59
51996,Dim1,5.79
51998,Dim1,5.69
51998,Dim2,5.64
51998,Dim3,3.57
51999,Dim1,5.79
51999,Dim2,5.77
51999,Dim3,3.61
52e3,Dim1,6.08
52001,Dim2,5.92
52001,Dim3,3.69
52002,Dim1,5.67
52003,Dim1,5.87
52003,Dim2,5.84
52003,Dim3,3.67
52004,Dim1,5.72
52004,Dim2,5.67
52004,Dim3,3.53
52005,Dim1,5.79
52005,Dim2,5.75
52005,Dim3,3.46
52006,Dim2,5.69
52006,Dim3,3.49
52007,Dim1,5.98
52007,Dim2,6.01
52008,Dim1,5.39
52008,Dim2,5.42
52008,Dim3,3.35
52009,Dim1,6.03
52009,Dim2,6.06
52009,Dim3,3.7
52010,Dim3,3.35
52011,Dim1,5.8
52011,Dim2,5.84
52012,Dim1,5.74
52012,Dim2,5.81
52012,Dim3,3.46
52013,Dim1,6.08
52013,Dim2,6.04
52014,Dim1,5.53
52014,Dim2,5.43
52014,Dim3,3.29
52015,Dim2,5.63
52015,Dim3,3.55
52016,Dim2,5.73
52016,Dim3,3.57
52017,Dim1,5.74
52017,Dim2,5.78
52018,Dim1,5.68
52018,Dim3,3.48
52019,Dim1,5.64
52019,Dim3,3.67
52020,Dim1,5.9
52020,Dim2,5.95
52020,Dim3,3.48
52021,Dim1,5.75
52021,Dim2,5.8
52022,Dim1,5.9
52023,Dim1,5.29
52024,Dim2,5.35
52024,Dim3,3.28
52025,Dim2,5.19
52025,Dim3,3.24
52026,Dim2,5.87
52026,Dim3,3.52
52027,Dim1,6.03
52027,Dim2,5.94
52027,Dim3,3.53
52028,Dim2,5.97
52028,Dim3,3.47
52029,Dim2,5.93
52030,Dim1,5.73
52030,Dim3,3.55
52031,Dim1,5.72
52031,Dim2,5.78
52032,Dim1,5.79
52032,Dim2,5.82
52032,Dim3,3.52
52033,Dim1,5.69
52033,Dim2,5.66
52034,Dim2,5.64
52034,Dim3,3.58
52035,Dim1,5.75
52035,Dim2,5.69
52035,Dim3,3.54
52037,Dim1,5.6
52037,Dim2,5.57
52037,Dim3,3.54
52038,Dim1,5.92
52038,Dim2,5.83
52039,Dim1,5.79
52039,Dim2,5.76
52039,Dim3,3.53
52040,Dim1,5.93
52040,Dim2,5.89
52041,Dim1,5.85
52041,Dim2,5.81
52041,Dim3,3.45
52042,Dim1,5.7
52042,Dim2,5.67
52042,Dim3,3.56
52043,Dim1,5.76
52043,Dim2,5.74
52043,Dim3,3.5
52044,Dim1,5.73
52044,Dim3,3.62
52045,Dim1,5.83
52045,Dim2,5.86
52045,Dim3,3.65
52046,Dim2,5.28
52046,Dim3,3.24
52047,Dim1,5.88
52047,Dim2,5.86
52047,Dim3,3.53
52048,Dim1,5.99
52048,Dim2,5.96
52049,Dim1,5.85
52049,Dim2,5.78
52050,Dim3,3.55
52051,Dim2,6.04
52052,Dim1,5.67
52052,Dim2,5.75
52052,Dim3,3.5
52053,Dim1,5.75
52053,Dim2,5.79
52054,Dim1,5.93
52054,Dim2,5.86
52054,Dim3,3.46
52055,Dim1,5.78
52055,Dim2,5.73
52055,Dim3,3.56
52056,Dim1,6.51
52056,Dim2,6.45
52057,Dim1,5.62
52058,Dim3,3.49
52059,Dim2,5.79
52059,Dim3,3.42
52060,Dim1,5.7
52060,Dim2,5.75
52060,Dim3,3.46
52061,Dim2,5.68
52062,Dim1,5.74
52062,Dim2,5.8
52062,Dim3,3.68
52063,Dim2,5.68
52063,Dim3,3.58
52064,Dim1,5.64
52064,Dim2,5.69
52064,Dim3,3.56
52065,Dim1,5.79
52065,Dim2,5.82
52065,Dim3,3.58
52066,Dim1,5.59
52066,Dim3,3.51
52067,Dim1,5.99
52067,Dim2,5.96
52067,Dim3,3.63
52068,Dim2,5.64
52068,Dim3,3.57
52069,Dim1,5.24
52069,Dim2,5.25
52069,Dim3,3.25
52070,Dim1,5.15
52071,Dim1,6.48
52071,Dim2,6.38
52071,Dim3,3.79
52072,Dim1,5.68
52072,Dim2,5.72
52072,Dim3,3.53
52073,Dim1,5.94
52073,Dim2,5.97
52073,Dim3,3.7
52074,Dim1,5.73
52074,Dim2,5.75
52074,Dim3,3.59
52075,Dim1,5.69
52076,Dim1,5.68
52076,Dim3,3.59
52077,Dim1,5.65
52077,Dim2,5.68
52077,Dim3,3.6
52078,Dim1,5.8
52078,Dim2,5.84
52078,Dim3,3.62
52079,Dim1,5.96
52080,Dim1,5.24
52081,Dim1,5.88
52081,Dim2,5.91
52081,Dim3,3.67
52082,Dim3,3.56
52083,Dim3,3.76
52084,Dim2,6.02
52084,Dim3,3.46
52086,Dim2,5.87
52086,Dim3,3.59
52087,Dim1,5.8
52087,Dim2,5.75
52088,Dim1,5.73
52088,Dim3,3.55
52089,Dim1,5.73
52089,Dim3,3.56
52090,Dim1,5.72
52090,Dim2,5.76
52090,Dim3,3.57
52091,Dim1,5.68
52091,Dim2,5.65
52091,Dim3,3.53
52092,Dim2,5.65
52093,Dim1,5.89
52093,Dim3,3.48
52095,Dim1,5.83
52095,Dim2,5.86
52095,Dim3,3.56
52096,Dim1,5.65
52096,Dim3,3.55
52097,Dim1,5.98
52097,Dim2,6.01
52097,Dim3,3.7
52098,Dim1,5.73
52098,Dim2,5.68
52098,Dim3,3.49
52099,Dim1,5.9
52099,Dim2,5.86
52099,Dim3,3.43
52100,Dim1,5.81
52100,Dim2,5.86
52101,Dim3,3.22
52102,Dim2,5.74
52102,Dim3,3.51
52103,Dim1,5.67
52103,Dim3,3.54
52104,Dim2,5.66
52104,Dim3,3.48
52105,Dim1,5.95
52105,Dim2,5.98
52105,Dim3,3.64
52106,Dim1,4.98
52106,Dim2,5.01
52106,Dim3,3.1
52107,Dim1,4.99
52107,Dim3,3.1
52108,Dim1,5.74
52108,Dim3,3.49
52109,Dim3,3.31
52110,Dim1,5.74
52110,Dim2,5.8
52110,Dim3,3.42
52111,Dim1,6.21
52111,Dim2,6.19
52111,Dim3,3.75
52112,Dim1,6.51
52112,Dim2,6.45
52112,Dim3,3.69
52113,Dim1,5.58
52113,Dim2,5.77
52114,Dim1,5.77
52114,Dim2,5.81
52115,Dim1,5.75
52115,Dim2,5.79
52115,Dim3,3.54
52116,Dim2,5.32
52116,Dim3,3.28
52117,Dim1,5.73
52118,Dim1,5.87
52118,Dim2,5.91
52118,Dim3,3.53
52119,Dim1,5.88
52119,Dim2,5.91
52119,Dim3,3.57
52120,Dim1,5.32
52120,Dim3,3.32
52121,Dim1,5.73
52121,Dim2,5.7
52121,Dim3,3.52
52122,Dim1,5.75
52122,Dim2,5.7
52123,Dim2,5.66
52124,Dim1,5.7
52124,Dim2,5.74
52124,Dim3,3.52
52125,Dim1,6.29
52125,Dim2,6.32
52125,Dim3,3.76
52126,Dim1,5.8
52126,Dim2,5.83
52126,Dim3,3.6
52127,Dim3,3.66
52128,Dim2,5.79
52128,Dim3,3.52
52129,Dim1,5.43
52129,Dim2,5.46
52130,Dim1,5.78
52130,Dim2,5.75
52130,Dim3,3.65
52131,Dim2,5.79
52132,Dim1,5.27
52132,Dim2,5.22
52132,Dim3,3.15
52133,Dim1,5.28
52133,Dim3,3.14
52134,Dim2,5.24
52134,Dim3,3.15
52135,Dim1,5.75
52135,Dim2,5.72
52135,Dim3,3.54
52136,Dim1,5.79
52136,Dim2,5.84
52136,Dim3,3.59
52137,Dim1,5.74
52137,Dim2,5.79
52137,Dim3,3.39
52138,Dim1,5.73
52138,Dim2,5.68
52138,Dim3,3.62
52139,Dim1,5.39
52139,Dim2,5.41
52140,Dim1,5.9
52140,Dim2,5.94
52140,Dim3,3.62
52141,Dim2,5.88
52141,Dim3,3.62
52142,Dim2,5.83
52143,Dim1,5.86
52143,Dim2,5.85
52143,Dim3,3.65
52144,Dim2,5.72
52144,Dim3,3.52
52145,Dim2,5.52
52145,Dim3,3.41
52146,Dim1,5.68
52146,Dim2,5.72
52147,Dim3,3.55
52148,Dim1,5.74
52148,Dim2,5.78
52148,Dim3,3.54
52149,Dim1,5.6
52149,Dim3,3.53
52150,Dim1,5.71
52150,Dim2,5.75
52150,Dim3,3.53
52151,Dim3,3.61
52152,Dim2,5.28
52152,Dim3,3.21
52153,Dim1,5.63
52153,Dim3,3.52
52154,Dim1,5.59
52154,Dim3,3.53
52155,Dim2,5.65
52155,Dim3,3.56
52156,Dim1,5.83
52156,Dim2,5.9
52157,Dim3,3.69
52158,Dim3,3.5
52159,Dim1,5.74
52159,Dim2,5.8
52160,Dim1,5.79
52160,Dim2,5.84
52160,Dim3,3.42
52161,Dim1,5.79
52161,Dim2,5.66
52161,Dim3,3.48
52162,Dim1,5.45
52162,Dim2,5.5
52163,Dim1,5.28
52163,Dim2,5.26
52164,Dim1,5.66
52164,Dim2,5.71
52164,Dim3,3.56
52165,Dim1,5.81
52165,Dim2,5.87
52165,Dim3,3.64
52166,Dim1,6.02
52166,Dim2,6.06
52167,Dim1,6.11
52167,Dim3,3.63
52168,Dim1,5.81
52168,Dim3,3.41
52169,Dim1,5.63
52169,Dim2,5.68
52169,Dim3,3.55
52170,Dim2,5.72
52171,Dim1,5.05
52171,Dim2,5.13
52171,Dim3,3.18
52172,Dim3,3.58
52173,Dim1,5.89
52173,Dim2,5.93
52173,Dim3,3.65
52174,Dim3,3.46
52175,Dim2,5.64
52175,Dim3,3.56
52176,Dim1,6.23
52176,Dim2,6.2
52176,Dim3,3.78
52177,Dim1,5.73
52177,Dim2,5.61
52177,Dim3,3.48
52178,Dim1,5.68
52178,Dim2,5.65
52178,Dim3,3.52
52179,Dim1,5.64
52179,Dim2,5.59
52179,Dim3,3.53
52180,Dim2,5.67
52180,Dim3,3.51
52181,Dim3,3.6
52182,Dim1,5.72
52182,Dim3,3.53
52183,Dim1,5.83
52183,Dim2,5.73
52183,Dim3,3.55
52184,Dim1,6.04
52184,Dim3,3.54
52185,Dim1,5.72
52185,Dim2,5.62
52186,Dim1,5.71
52187,Dim1,5.84
52187,Dim2,5.8
52187,Dim3,3.62
52188,Dim1,5.69
52188,Dim2,5.73
52188,Dim3,3.52
52189,Dim1,5.67
52189,Dim2,5.69
52189,Dim3,3.55
52190,Dim1,5.66
52190,Dim2,5.69
52191,Dim1,5.89
52191,Dim2,5.85
52192,Dim3,3.6
52193,Dim1,5.8
52193,Dim2,5.84
52193,Dim3,3.49
52194,Dim1,5.93
52194,Dim2,5.89
52194,Dim3,3.58
52195,Dim1,5.66
52195,Dim2,5.63
52196,Dim1,5.69
52196,Dim2,5.64
52196,Dim3,3.54
52197,Dim1,5.66
52197,Dim2,5.64
52198,Dim1,5.68
52198,Dim3,3.51
52199,Dim1,5.67
52199,Dim2,5.63
52199,Dim3,3.49
52200,Dim1,5.78
52200,Dim2,5.76
52200,Dim3,3.48
52201,Dim1,5.22
52201,Dim2,5.25
52201,Dim3,3.23
52202,Dim1,5.62
52202,Dim2,5.69
52202,Dim3,3.38
52203,Dim2,5.61
52204,Dim1,5.73
52204,Dim2,5.69
52204,Dim3,3.53
52205,Dim2,5.74
52206,Dim1,5.73
52206,Dim2,5.78
52207,Dim3,3.53
52208,Dim1,5.5
52208,Dim2,5.54
52209,Dim2,5.51
52209,Dim3,3.35
52210,Dim1,5.83
52210,Dim2,5.91
52210,Dim3,3.68
52211,Dim1,5.79
52211,Dim2,5.73
52211,Dim3,3.42
52212,Dim1,5.64
52212,Dim3,3.56
52213,Dim1,6.13
52213,Dim2,6.17
52213,Dim3,3.87
52214,Dim1,5.67
52214,Dim2,5.7
52214,Dim3,3.55
52215,Dim1,5.87
52215,Dim2,5.92
52215,Dim3,3.68
52216,Dim2,5.91
52216,Dim3,3.72
52217,Dim2,5.85
52217,Dim3,3.57
52218,Dim1,5.95
52218,Dim2,5.92
52218,Dim3,3.73
52219,Dim2,5.94
52219,Dim3,3.68
52220,Dim1,5.13
52220,Dim3,3.16
52221,Dim1,5.65
52221,Dim2,5.6
52221,Dim3,3.56
52222,Dim1,5.75
52222,Dim2,5.71
52222,Dim3,3.53
52223,Dim2,5.81
52223,Dim3,3.45
52224,Dim1,5.62
52224,Dim2,5.66
52224,Dim3,3.57
52225,Dim3,3.58
52226,Dim2,5.9
52226,Dim3,3.68
52227,Dim1,5.88
52227,Dim2,5.83
52228,Dim1,5.66
52228,Dim2,5.72
52228,Dim3,3.52
52229,Dim1,6.02
52229,Dim2,5.98
52229,Dim3,3.58
52230,Dim1,5.89
52230,Dim2,5.82
52230,Dim3,3.59
52231,Dim1,5.48
52231,Dim2,5.44
52231,Dim3,3.28
52232,Dim1,5.79
52232,Dim2,5.75
52233,Dim1,5.81
52233,Dim2,5.76
52233,Dim3,3.49
52234,Dim1,5.94
52234,Dim3,3.46
52235,Dim2,5.43
52235,Dim3,3.29
52236,Dim1,5.36
52236,Dim2,5.44
52237,Dim1,5.93
52237,Dim2,5.89
52238,Dim1,5.43
52238,Dim2,5.45
52238,Dim3,3.38
52239,Dim1,5.93
52239,Dim2,5.97
52239,Dim3,3.67
52241,Dim2,5.73
52241,Dim3,3.64
52242,Dim1,6.32
52242,Dim3,3.76
52243,Dim3,3.64
52244,Dim1,5.91
52244,Dim3,3.72
52245,Dim1,6.09
52245,Dim2,6.18
52245,Dim3,3.5
52246,Dim1,5.68
52246,Dim3,3.55
52247,Dim1,5.65
52247,Dim2,5.69
52247,Dim3,3.55
52248,Dim1,5.65
52249,Dim2,5.79
52249,Dim3,3.48
52250,Dim1,5.82
52250,Dim2,5.84
52250,Dim3,3.61
52251,Dim3,3.57
52252,Dim1,5.74
52252,Dim2,5.76
52252,Dim3,3.51
52253,Dim1,5.75
52253,Dim3,3.51
52254,Dim1,5.69
52254,Dim2,5.73
52255,Dim1,6.39
52255,Dim2,6.42
52255,Dim3,3.89
52256,Dim1,5.51
52256,Dim2,5.58
52256,Dim3,3.57
52257,Dim1,5.83
52257,Dim2,5.86
52257,Dim3,3.43
52258,Dim1,5.19
52258,Dim2,5.23
52259,Dim1,5.7
52259,Dim2,5.76
52259,Dim3,3.52
52260,Dim1,5.83
52260,Dim2,5.89
52260,Dim3,3.65
52261,Dim2,5.92
52261,Dim3,3.62
52262,Dim2,5.7
52263,Dim3,3.59
52264,Dim1,5.73
52264,Dim2,5.76
52264,Dim3,3.53
52265,Dim1,5.35
52265,Dim2,5.32
52265,Dim3,3.28
52266,Dim1,5.78
52266,Dim2,5.8
52266,Dim3,3.61
52267,Dim1,5.73
52267,Dim2,5.79
52267,Dim3,3.53
52268,Dim1,5.92
52268,Dim2,5.89
52268,Dim3,3.57
52269,Dim1,6
52270,Dim1,5.88
52271,Dim1,5.83
52271,Dim2,5.74
52271,Dim3,3.63
52272,Dim2,5.81
52272,Dim3,3.5
52273,Dim1,5.85
52273,Dim3,3.51
52274,Dim2,5.7
52274,Dim3,3.53
52275,Dim1,5.72
52275,Dim2,5.74
52275,Dim3,3.54
52276,Dim1,5.74
52276,Dim2,5.76
52276,Dim3,3.51
52277,Dim1,5.52
52277,Dim2,5.57
52277,Dim3,3.35
52278,Dim2,5.81
52279,Dim2,5.72
52280,Dim1,5.89
52280,Dim2,5.96
52280,Dim3,3.73
52281,Dim1,5.68
52281,Dim2,5.77
52281,Dim3,3.6
52282,Dim1,6.04
52282,Dim2,6.07
52283,Dim1,5.88
52283,Dim2,5.79
52284,Dim1,5.37
52284,Dim2,5.36
52285,Dim1,5.67
52285,Dim2,5.72
52285,Dim3,3.6
52286,Dim1,5.67
52286,Dim2,5.62
52286,Dim3,3.59
52287,Dim1,5.67
52287,Dim2,5.64
52287,Dim3,3.58
52288,Dim1,5.74
52288,Dim2,5.77
52288,Dim3,3.55
52289,Dim1,5.37
52289,Dim2,5.44
52289,Dim3,3.36
52290,Dim1,5.68
52290,Dim2,5.74
52290,Dim3,3.57
52291,Dim1,3.98
52291,Dim2,4.03
52291,Dim3,2.49
52292,Dim1,4.02
52293,Dim1,3.99
52293,Dim2,4.04
52293,Dim3,2.49
52294,Dim1,4.03
52294,Dim2,4.05
52294,Dim3,2.47
52295,Dim1,4
52296,Dim1,3.96
52296,Dim2,4.01
52296,Dim3,2.56
52297,Dim1,4.16
52297,Dim2,4.19
52297,Dim3,2.41
52298,Dim1,3.98
52298,Dim2,4.01
52298,Dim3,2.5
52299,Dim1,4.46
52299,Dim2,4.48
52299,Dim3,2.67
52300,Dim1,4.12
52300,Dim2,4.13
52300,Dim3,2.45
52301,Dim2,4.45
52301,Dim3,2.71
52302,Dim2,4
52302,Dim3,2.46
52303,Dim2,3.96
52304,Dim1,3.96
52304,Dim2,3.99
52304,Dim3,2.44
52305,Dim1,3.97
52305,Dim2,3.99
52305,Dim3,2.43
52306,Dim1,4.16
52307,Dim1,4.4
52307,Dim2,4.45
52307,Dim3,2.69
52308,Dim1,4.34
52308,Dim2,4.32
52308,Dim3,2.53
52309,Dim2,4.39
52309,Dim3,2.71
52310,Dim1,4.32
52310,Dim3,2.7
52311,Dim1,4.03
52311,Dim2,3.95
52311,Dim3,2.35
52312,Dim2,4.58
52313,Dim1,4.31
52313,Dim2,4.34
52314,Dim1,4.34
52314,Dim2,4.38
52315,Dim2,4.03
52316,Dim1,4.34
52316,Dim2,4.37
52317,Dim2,4.36
52317,Dim3,2.78
52318,Dim1,4.44
52318,Dim2,4.47
52318,Dim3,2.67
52319,Dim1,4.42
52319,Dim3,2.7
52320,Dim1,4.4
52320,Dim2,4.42
52320,Dim3,2.77
52321,Dim3,3.11
52322,Dim1,5.7
52322,Dim2,5.73
52322,Dim3,3.52
52323,Dim1,5.96
52323,Dim2,5.98
52323,Dim3,3.7
52324,Dim1,5.8
52324,Dim3,3.42
52325,Dim1,5.6
52326,Dim1,5.61
52326,Dim2,5.63
52327,Dim1,5.76
52327,Dim2,5.77
52327,Dim3,3.59
52328,Dim1,5.78
52329,Dim1,5.76
52329,Dim2,5.84
52329,Dim3,3.54
52330,Dim1,5.93
52330,Dim2,6.02
52330,Dim3,3.53
52331,Dim2,5.78
52332,Dim2,5.99
52332,Dim3,3.64
52333,Dim1,5.49
52333,Dim2,5.39
52333,Dim3,3.22
52334,Dim1,5.78
52334,Dim3,3.51
52335,Dim1,5.66
52335,Dim2,5.59
52335,Dim3,3.59
52336,Dim1,5.76
52337,Dim1,5.68
52337,Dim2,5.75
52337,Dim3,3.53
52338,Dim1,5.85
52338,Dim2,5.88
52338,Dim3,3.5
52339,Dim3,3.57
52340,Dim1,5.6
52340,Dim2,5.66
52340,Dim3,3.54
52341,Dim2,5.7
52341,Dim3,3.54
52342,Dim3,3.53
52343,Dim1,5.73
52343,Dim2,5.77
52343,Dim3,3.53
52344,Dim1,5.81
52344,Dim3,3.35
52345,Dim1,5.91
52345,Dim2,5.97
52345,Dim3,3.38
52346,Dim2,5.98
52347,Dim1,5.33
52347,Dim3,3.24
52348,Dim2,5.31
52348,Dim3,3.25
52349,Dim1,5.71
52349,Dim2,5.74
52350,Dim1,6.13
52350,Dim2,6.07
52351,Dim1,5.82
52351,Dim2,5.88
52351,Dim3,3.63
52352,Dim1,5.49
52352,Dim2,5.42
52352,Dim3,3.59
52353,Dim1,5.22
52353,Dim3,3.14
52354,Dim1,5.71
52354,Dim2,5.8
52354,Dim3,3.43
52355,Dim1,5.85
52355,Dim2,5.9
52355,Dim3,3.68
52356,Dim2,5.76
52357,Dim2,5.97
52357,Dim3,3.52
52358,Dim2,5.82
52358,Dim3,3.58
52359,Dim1,5.48
52359,Dim2,5.52
52360,Dim2,5.8
52360,Dim3,3.57
52361,Dim1,5.87
52361,Dim3,3.71
52362,Dim1,5.86
52362,Dim2,5.83
52362,Dim3,3.51
52363,Dim1,5.26
52363,Dim3,3.22
52364,Dim3,3.21
52365,Dim1,5.9
52366,Dim2,5.53
52366,Dim3,3.39
52367,Dim1,6.11
52368,Dim1,5.95
52368,Dim2,5.99
52368,Dim3,3.71
52369,Dim1,5.78
52369,Dim2,5.81
52369,Dim3,3.59
52370,Dim1,5.72
52370,Dim3,3.58
52371,Dim1,5.64
52371,Dim2,5.7
52371,Dim3,3.52
52372,Dim2,5.28
52372,Dim3,3.17
52373,Dim2,5.87
52373,Dim3,3.54
52374,Dim1,5.84
52374,Dim2,5.85
52374,Dim3,3.52
52375,Dim1,5.17
52375,Dim2,5.22
52375,Dim3,3.22
52376,Dim1,5.84
52376,Dim2,5.88
52376,Dim3,3.46
52377,Dim1,5.77
52377,Dim2,5.8
52377,Dim3,3.53
52378,Dim1,4.9
52378,Dim3,3.03
52379,Dim1,5.67
52379,Dim3,3.47
52380,Dim1,5.63
52380,Dim2,5.71
52381,Dim1,5.65
52381,Dim2,5.7
52381,Dim3,3.56
52382,Dim1,5.59
52383,Dim1,5.42
52383,Dim3,3.41
52384,Dim1,5.37
52384,Dim2,5.36
52384,Dim3,3.27
52385,Dim1,5.67
52385,Dim3,3.47
52386,Dim1,5.95
52386,Dim2,5.98
52386,Dim3,3.65
52387,Dim2,5.36
52387,Dim3,3.24
52388,Dim3,3.64
52389,Dim1,5.39
52389,Dim2,5.36
52389,Dim3,3.26
52390,Dim1,5.8
52390,Dim2,5.9
52390,Dim3,3.39
52391,Dim1,5.66
52391,Dim3,3.56
52392,Dim1,5.47
52392,Dim2,5.55
52393,Dim1,5.39
52393,Dim2,5.46
52393,Dim3,3.3
52394,Dim1,6.28
52394,Dim2,6.16
52394,Dim3,3.53
52395,Dim1,5.62
52395,Dim3,3.56
52396,Dim1,5.32
52396,Dim2,5.36
52397,Dim1,5.32
52398,Dim1,5.44
52398,Dim2,5.47
52399,Dim1,5.32
52400,Dim1,5.8
52400,Dim2,5.73
52400,Dim3,3.56
52401,Dim2,5.3
52401,Dim3,3.29
52402,Dim1,5.59
52402,Dim2,5.47
52402,Dim3,3.28
52403,Dim1,5.65
52403,Dim2,5.69
52403,Dim3,3.58
52404,Dim1,5.69
52404,Dim2,5.75
52405,Dim1,5.31
52405,Dim2,5.34
52405,Dim3,3.42
52406,Dim1,5.7
52406,Dim2,5.74
52406,Dim3,3.48
52407,Dim1,5.87
52408,Dim2,5.68
52409,Dim1,5.75
52409,Dim2,5.72
52409,Dim3,3.54
52410,Dim1,5.62
52410,Dim2,5.56
52410,Dim3,3.66
52411,Dim1,5.21
52411,Dim2,5.18
52411,Dim3,3.19
52412,Dim1,5.72
52412,Dim2,5.76
52412,Dim3,3.49
52413,Dim1,5.68
52413,Dim3,3.49
52414,Dim2,5.75
52414,Dim3,3.47
52415,Dim2,5.74
52415,Dim3,3.51
52416,Dim1,5.58
52416,Dim2,5.66
52416,Dim3,3.52
52417,Dim1,5.59
52417,Dim3,3.51
52418,Dim1,6.01
52418,Dim2,5.98
52419,Dim1,5.93
52419,Dim2,5.91
52419,Dim3,3.48
52420,Dim1,5.89
52420,Dim3,3.74
52421,Dim2,5.95
52421,Dim3,3.58
52422,Dim2,5.7
52423,Dim1,6.93
52423,Dim2,6.86
52423,Dim3,4.44
52424,Dim3,3.68
52425,Dim2,5.87
52425,Dim3,3.67
52426,Dim1,5.87
52426,Dim2,5.95
52426,Dim3,3.44
52427,Dim1,5.8
52427,Dim3,3.6
52428,Dim2,6
52429,Dim1,5.65
52429,Dim2,5.72
52429,Dim3,3.48
52430,Dim1,5.65
52430,Dim2,5.69
52430,Dim3,3.47
52431,Dim1,5.67
52432,Dim1,5.67
52432,Dim2,5.7
52432,Dim3,3.58
52433,Dim1,5.64
52434,Dim1,5.65
52434,Dim2,5.69
52435,Dim1,5.65
52435,Dim3,3.56
52436,Dim1,5.77
52436,Dim2,5.8
52437,Dim1,5.66
52437,Dim3,3.53
52438,Dim1,5.53
52439,Dim1,5.48
52439,Dim2,5.54
52439,Dim3,3.39
52440,Dim3,3.57
52441,Dim1,5.72
52441,Dim3,3.56
52442,Dim1,5.64
52442,Dim2,5.67
52442,Dim3,3.54
52443,Dim1,5.76
52443,Dim2,5.79
52443,Dim3,3.53
52444,Dim1,5.71
52444,Dim2,5.74
52444,Dim3,3.57
52445,Dim1,5.23
52445,Dim3,3.16
52446,Dim1,5.19
52446,Dim2,5.12
52447,Dim1,5.7
52447,Dim2,5.72
52448,Dim1,5.85
52448,Dim2,5.9
52448,Dim3,3.7
52449,Dim1,5.34
52450,Dim2,5.69
52450,Dim3,3.59
52451,Dim2,5.66
52451,Dim3,3.54
52452,Dim1,5.39
52452,Dim2,5.42
52452,Dim3,3.34
52453,Dim1,5.39
52453,Dim2,5.43
52453,Dim3,3.3
52454,Dim1,5.68
52454,Dim2,5.72
52454,Dim3,3.55
52455,Dim1,5.66
52455,Dim3,3.56
52456,Dim1,5.69
52456,Dim3,3.56
52457,Dim1,5.81
52457,Dim2,5.77
52457,Dim3,3.5
52458,Dim1,5.95
52458,Dim2,5.89
52458,Dim3,3.7
52459,Dim1,5.77
52459,Dim2,5.7
52459,Dim3,3.51
52460,Dim1,5.51
52460,Dim2,5.49
52460,Dim3,3.65
52461,Dim1,5.77
52461,Dim2,5.72
52461,Dim3,3.55
52462,Dim1,5.79
52462,Dim2,5.83
52462,Dim3,3.51
52463,Dim1,5.67
52463,Dim2,5.71
52463,Dim3,3.41
52464,Dim1,5.72
52464,Dim2,5.67
52465,Dim1,5.75
52465,Dim2,5.71
52465,Dim3,3.5
52466,Dim1,5.56
52466,Dim2,5.58
52466,Dim3,3.58
52467,Dim1,5.79
52467,Dim2,5.85
52467,Dim3,3.63
52468,Dim1,5.78
52468,Dim2,5.74
52468,Dim3,3.65
52469,Dim2,5.92
52470,Dim1,5.64
52470,Dim2,5.67
52470,Dim3,3.56
52471,Dim1,6.06
52471,Dim2,6.01
52471,Dim3,4.06
52472,Dim2,5.77
52472,Dim3,3.55
52473,Dim1,5.67
52473,Dim2,5.6
52473,Dim3,3.49
52474,Dim1,5.63
52474,Dim2,5.61
52474,Dim3,3.55
52475,Dim1,6.16
52475,Dim2,6.07
52475,Dim3,3.39
52476,Dim1,5.72
52477,Dim1,5.76
52477,Dim2,5.8
52478,Dim2,5.93
52478,Dim3,3.61
52479,Dim1,5.96
52479,Dim2,5.98
52479,Dim3,3.63
52480,Dim2,5.76
52480,Dim3,3.59
52481,Dim1,5.84
52481,Dim2,5.78
52481,Dim3,3.52
52482,Dim1,5.78
52482,Dim2,5.73
52482,Dim3,3.54
52483,Dim2,5.76
52483,Dim3,3.54
52485,Dim1,5.98
52486,Dim1,5.35
52486,Dim2,5.37
52486,Dim3,3.27
52487,Dim3,3.52
52488,Dim1,5.79
52489,Dim3,3.59
52490,Dim1,5.17
52490,Dim2,5.19
52490,Dim3,3.14
52491,Dim1,5.75
52491,Dim2,5.8
52491,Dim3,3.63
52492,Dim1,5.74
52492,Dim2,5.79
52493,Dim1,5.84
52494,Dim1,5.37
52494,Dim2,5.42
52494,Dim3,3.35
52495,Dim1,5.1
52495,Dim2,5.12
52496,Dim1,5.11
52496,Dim2,5.14
52496,Dim3,3.2
52497,Dim1,5.9
52497,Dim2,5.85
52497,Dim3,3.68
52498,Dim2,5.66
52498,Dim3,3.55
52499,Dim2,5.06
52499,Dim3,3.13
52500,Dim1,5.73
52500,Dim2,5.78
52500,Dim3,3.54
52502,Dim1,5.8
52502,Dim2,5.81
52503,Dim1,5.76
52503,Dim3,3.54
52504,Dim2,5.93
